物品名称	编号	说明
感恩反馈金划算礼盒	48509	(大天+中天)聚宝盆*5+门派丹聚宝盆*5+金牌兑换券*2+天勤丹+天勤碎片宝袋+七日摊位凭证+印花兑换券*3。
经典反馈宝袋	48510	有机会获得记忆天书组合(小)、圣武碎片宝袋、原料加倍鎚、隐身药剂、爆击丹、闪避丹…等宝物其中一种。
寒冬送暖宝袋	48511	有机会获得记忆天书组合(小)、天勤套装凭证宝袋、头极明符、气力倍增丸、黄金丹…等宝物其中一种。
天勤套装凭证宝袋	48512	有机会获得1个、2个、5个、10个天勤套装凭证其中一种。
拐杖糖宝袋	48513	有机会获得1个、2个、5个、10个拐杖糖果其中一种。
圣诞袜	48514	有机会获得五级霹雳真诀、五级爆击真诀、圣诞响叮当反馈券、弱化药剂、黄金丹…等宝物其中一种。
圣诞礼物	48515	有机会获得(霹雳、金钟、爆击、闪避)任一真诀书匣、天勤丹、怀念石、实战金牌、名声丹…等其中一种。
圣诞加码礼	48516	有机会获得(郭靖、黄蓉、杨过、小龙女、黄药师、屠龙刀)任一稀有帖、实战金牌、名声丹…等其中一种。
	48517	
精化灵石组合	48701	使用后可获得精化灵石*20。
精化超值礼盒	48702	含精化石组合+天佑神符*10+圣武碎片宝袋。
精化超值礼盒II	48703	含精化灵石组合+天佑神符*10+圣武碎片宝袋。
稀有武林帖锦囊	48704	有机会获得黄蓉帖、张无忌帖、郭襄帖、石破天帖、胡斐帖、太极拳帖…等8张稀有武林帖其中一种。
温暖一元惊喜组合	48705	使用后可获得温暖一元惊喜*50。
温暖一元惊喜	48706	有机会获得经典至尊宝袋II、网龙银票、原料加倍鎚、提神醒脑丸、天王保命丹、威士忌…等其中一种。
经典至尊宝袋II	48707	可获得天勤套装凭证、圣武碎片、天勤丹、七彩玄玉、黄金工具兑换券、迷迭香精油聚宝盆…等其中一种。
气血涌现丹宝袋	48708	有机会获得气血涌现丹、中记忆天书(空)*3、无敌幸运星、银两兑换卷、超级狂暴丹*2…等宝物其中一种。
圣诞佳节缤纷贺礼	48709	大天组合(小)*3+中天组合(小)*3+自修加倍丹*3+加倍鎚聚宝盆+圣诞响叮当反馈券+拐杖糖宝袋…等。
圣诞佳节金温馨礼盒	48710	(大天+中天)聚宝盆*5+门派丹聚宝盆*5+爆击真诀书匣+天勤丹+天佑神符+天勤碎片宝袋+圣诞仙女棒*3。
随身置物箱聚宝袋	48711	有机会获得随身置物箱兑换券、中记忆天书(空)*3、马力达组合、银两兑换卷、八脉聚神丹*3…等宝物其中一种。
精装手册宝袋	48712	有机会获得精装技能手册(1个或3个或5个)、隐身丹、狂暴丹*2、铁甲丸*2…等其中一种。部分内容不可交易。
圣诞快乐尊爵好礼	48713	大天组合(小)*10+中天组合(小)*10+金钟真诀书匣*10+圣武碎片宝袋*3+天勤碎片宝袋*3+属性仙丹盒…等。
圣诞一元惊喜组合	48714	使用后可获得圣诞一元惊喜*50。
圣诞一元惊喜	48715	有机会获得经典至尊宝袋II、经典至尊宝袋、圣诞礼物、黄金丹、天王保命丹、威士忌…等其中一种。
益气丹聚宝袋VI	48716	有机会获得立冬益气丹、小雪益气丹、记忆天书(空)、超级狂暴丹、香槟*3…等宝物其中一种。
益气丹聚宝袋VI特惠组	48717	使用后可获得益气丹聚宝袋VI*100+益气丹兑换券VI。
天勤金丹宝袋	48718	有机会获得天勤金丹、天勤碎片*3、天勤碎片、无敌幸运星、替身娃娃、银两兑换卷…等虚拟宝物其中一种。
好运久久久尊爵好礼	48719	大天组合(小)*10+中天组合(小)*10+霹雳真诀书匣*10+天勤套装凭证宝袋*3+七彩璃火晶+属性丹兑换券…等。
新春佳节欢喜贺礼	48720	大天组合(小)*3+中天组合(小)*3+自修加倍丹*3+加倍鎚聚宝盆+新春纳福反馈券+天勤丹*3+正露丸*3…等。
反击仙丹宝袋	48721	有机会获得反击仙丹、中记忆天书(空)*3、无敌幸运星、银两兑换卷…等虚拟宝物其中一种。
反击仙丹宝袋六折回馈组	48722	使用后可获得反击仙丹宝袋*50。
益气丹特惠聚宝袋	48723	有机会获得益气丹兑换券(I~V其一)、中记忆天书(空)*3、马力达组合、银两兑换卷…等宝物其中一种。
新春尊爵黄金礼盒	48724	含记忆天书组合*2+中记忆天书组合*2+(霹雳+金钟+爆击+闪避)真诀书匣*3+加倍鎚组合+天勤碎片*8+黄金丹*10。
新春佳节金好运礼盒	48725	(大天+中天)聚宝盆*5+门派丹聚宝盆*5+金钟真诀书匣+金元宝+天佑神符+圣武碎片宝袋+新年年糕*6。
新春一元惊喜组合	48726	使用后可获得新春一元惊喜*50。
新春一元惊喜	48727	有机会获得经典至尊宝袋II、经典至尊宝袋、经典金钥、定性珠、天王保命丹、威士忌…等其中一种。
霹雳金钟仙丹特惠宝袋	48728	有机会获得霹雳仙丹、金钟仙丹、中记忆天书(空)*3、无敌幸运星、银两兑换卷…等虚拟宝物其中一种。
经典秘钥宝袋	48729	有机会获得1把、2把、5把、10把经典秘钥其中一种。
名门反馈宝盒III	48730	参加名门所获得的奖励，使用后有机会获得各式虚宝(特级强化石、经典秘钥...)。此物及部分内容皆不可交易。
益气丹聚宝袋VII	48731	有机会获得大雪益气丹、冬至益气丹、记忆天书(空)、超级狂暴丹、香槟*3…等宝物其中一种。
益气丹聚宝袋VII特惠组	48732	使用后可获得益气丹聚宝袋VII*100+益气丹兑换券VII。
情人佳节甜蜜贺礼	48733	大天组合(小)*3+中天组合(小)*3+自修加倍丹*3+经典金钥*10+新春纳福反馈券+金元宝宝袋+爆击丹*5+…等。
精化神石组合	48734	使用后可获得精化神石*20。
精化超值礼盒III	48735	含精化神石组合+天佑神符*10+圣武碎片宝袋。
行运一元惊喜组合	48736	使用后可获得行运一元惊喜*50。
行运一元惊喜	48737	有机会获得经典至尊宝袋II、经典至尊宝袋、菩提珠、黄金丹、天王保命丹、威士忌…等其中一种。
倚天屠龙经典宝袋	48738	有机会获得张无忌帖(稀有)、倚天屠龙记帖、乾坤大挪移帖、中记忆天书(空)、经典秘钥…等其中一种。
反击金丹宝袋	48739	有机会获得反击金丹、中记忆天书(空)*3、无敌幸运星、银两兑换卷…等虚拟宝物其中一种。
反击金丹宝袋六折回馈组	48740	使用后可获得反击金丹宝袋*50。
牵手欢庆团结贺礼	48741	大天组合(小)*3+中天组合(小)*3+自修加倍丹*3+经典金钥*10+白虎之心+菩提珠聚宝盆+天勤丹*3+…等。
宝石强化超值组合	48742	含宝石(人)兑换券+强化宝石*6+高级强化石*6+特级强化石*6+强化祝福宝石*3。
益气丹聚宝袋VIII	48743	有机会获得小寒益气丹、大寒益气丹、记忆天书(空)、超级狂暴丹、香槟*3…等宝物其中一种。
益气丹聚宝袋VIII特惠组	48744	使用后可获得益气丹聚宝袋VIII*100+益气丹兑换券VIII。
感恩一元惊喜组合	48745	使用后可获得感恩一元惊喜*50。
感恩一元惊喜	48746	有机会获得经典至尊宝袋II、经典至尊宝袋、经典金钥、随身钱庄、强化药剂、威士忌…等其中一种。
遶境祈福平安贺礼	48747	大天组合(小)*3+中天组合(小)*3+自修加倍丹(大)+经典金钥*10+新春纳福反馈券+菩提珠聚宝盆+清心药剂*5+…等。
万事如意金如意礼盒	48748	(大天+中天)聚宝盆*5+门派丹聚宝盆*5+闪避真诀书匣+金牌兑换券*2+天佑神符+圣武碎片宝袋+印花兑换券*3。
宝石强化超值组合II	48749	含宝石(地)兑换券+强化宝石*6+高级强化石*6+特级强化石*6+强化祝福宝石*3。
丰收一元惊喜组合	48750	使用后可获得丰收一元惊喜*50。
丰收一元惊喜	48751	有机会获得经典至尊宝袋II、经典至尊宝袋、菩提珠、经典秘钥、天王保命丹、威士忌…等其中一种。
端午黄金宝盒	48752	有机会获得八宝肉粽、豆沙粽、中记忆天书(满)、玄铁、玄冰离火晶、玄玉…等其中一种。
名门金牌(1星)	48753	兑换装备的必需品。
名门金牌(2星)	48754	兑换装备的必需品。
名门金牌(3星)	48755	兑换装备的必需品。
名门金牌(4星)	48756	兑换装备的必需品。
名门金牌(5星)	48757	兑换装备的必需品。
名门金牌(6星)	48758	兑换装备的必需品。
名门金牌(7星)	48759	兑换装备的必需品。
名门金牌(8星)	48760	兑换装备的必需品。
名门金牌(9星)	48761	兑换装备的必需品。
名门金牌(10星)	48762	兑换装备的必需品。
益气丹宝箱（春）	48763	打开后可获得立春益气丹*1、雨水益气丹*1、惊蛰益气丹*1、春分益气丹*1、清明益气丹*1、谷雨益气丹*1。
益气丹宝箱（夏）	48764	打开后可获得立夏益气丹*1、小满益气丹*1、芒种益气丹*1、夏至益气丹*1、小暑益气丹*1、大暑益气丹*1。
益气丹宝箱（秋）	48765	打开后可获得立秋益气丹*1、处暑益气丹*1、白露益气丹*1、秋分益气丹*1、寒露益气丹*1、霜降益气丹*1。
益气丹宝箱（冬）	48766	打开后可获得立冬益气丹*1、小雪益气丹*1、大雪益气丹*1、冬至益气丹*1、小寒益气丹*1、大寒益气丹*1。
乾坤大挪移材料包	48767	打开可以获得赤炭（红桧）*10，羊毛布*6。
降龙十八缺三掌材料包	48768	打开可以获得叫化鸡，二十四桥明月夜，好逑汤，玉笛谁家听落梅，鸳鸯五珍烩各一个。
星宿逍遥掌材料包	48769	打开可以获得烤乳猪、鹿肚酿江瑶、消天残魂膏各一个。
截手九式材料包	48770	打开后可以获得草菇煮白菜、鲜菱荷叶羹、酸辣汤、炒白菜、煎豆腐各一个。
生啤酒组合	48771	打开后可获得生啤酒*50。
魔笛乐谱组合	48772	打开后可获得魔笛乐谱*50。
武学周天丹组合	48773	打开后可以获得武学周天丹*50
侠骨丹心福袋	48774	有机会获得天王保命丹（绑）*50、玲珑七巧丹*2、七彩璃火晶（绑）*2、爆击丹*5…等其中一种。
豪气干云福袋	48775	有机会获得天王保命丹（绑）*50、九转灵宝丸（绑）*5、玉灵散*5、无常丹*5…等其中一种。
名门帖组合	48776	打开可获得名门帖*50。
名门帖大组合	48777	打开可获得名门帖组合*50。
稀有物品兑换券	48778	稀有物品兑换券。
乾坤大挪移攻略本	48779	记载了乾坤大挪移的学法，可找金小侠快速习得乾坤大挪移。仍需要一定属性限制及上线500小时。
斗转星移攻略本	48780	记载了斗转星移的学法，可找金小侠快速习得斗转星移。仍需要一定属性限制及上线2000小时。
毕业令	48878	使用后玩家可以脱离现有门派无惩罚。
	48879	
掌门令	48880	掌门人的信物，武器强度350、防具强度50，抗所有状态，不可交易。
七彩战神令	48881	据传附有战神的加持，防具强度300、武器强度350，日月星防御各加100，不可交易。
江湖平安符	48882	兑换游戏道具专用，不可交易。
江湖平安礼盒	48883	有机会获得江湖平安符*3、江湖平安符*2、名门金牌*2、名门金牌*1、铁血丹心*2、记忆天书(满)*2…等其中一种。
玉灵无常福袋	48884	有机会获得无常丹*5、无常丹*2、玉灵散*5、玉灵散*2、正露丸*5、天王保命丹*10…等其中一种。
老实人徽章	48885	拥有此徽章，爆击率及闪避率都会有显著地提升，每月1日维护系统强制回收。
旭日初升福袋	48886	使用后可获得春夏十二节气补精丹各一。
意气风发福袋	48887	使用后可获得秋冬十二节气补精丹各一。
重出江湖新手礼盒	48888	使用后可获得完美属性丹、任督丹、挪动时空仪、网龙银票等新手必备物资。
勇闯江湖新手礼盒	48889	使用后可获得新手悟性装备一套。
天悟卷（帽）礼盒	48890	有机会获得天悟卷（帽）*1、七彩玄玉*1、新玲珑七巧丹*1、玄玉*2、天王保命丹*10…等其中一种。
天悟卷（鞋）礼盒	48891	有机会获得天悟卷（鞋）*1、天悟丹*1、一级闪避真诀*2、玄玉*2、记忆天书（满）*1…等其中一种。
天悟卷（护手）礼盒	48892	有机会获得天悟卷（护手）*1、铠神（绑）*2、精致玄玉*2、一级爆击真诀*1、铁甲丸*5…等其中一种。
